Name,Description,Est. Value,Rarity,Weight,Category,Properties,Requirements,Author,Rarity Number
Cap of Water Breathing,The word “STYX” is sewn into the inner headband of this cap.,"1,000. gp",Uncommon,1,Wondrous Item,"While wearing this cap underwater you can speak its command word as an action to create a bubble of air arround your head. It allows you to breathing normally underwater. This bubble stays with you until you speak the command word again, the cap is removed or you are no longer underwater.",,DMG,3
Ceramic Jars,"4 ceramic canopic jars, holding the stomach, intestines, lungs, and liver of a long-ago monarch. Each has a golden lid with a likeness of a paunchy, hook-nosed man with pale skin and a squint.",80. gp,Uncommon,20,Treasure,,,,3
Chess Set,"A large, boxed chess set. All the pieces are small, dead pixies somehow sealed within glass.",150. gp,Uncommon,3,Treasure,,,,3
Chrysoberyl Gem,"Chrysoberyl is a hard, transparent, green gem which is usually facet-cut. It is said that Chrysoberyl has ties to the outer planes and hence its use with battling demonic possession and the undead.        ",100. gp,Uncommon,n/a,Treasure,,,DMG,3
Clàrsach Harp,"A clàrsach harp in the style of the northern barbarians, but crafted with an elegance which suggests the decadence of a great civilization. Its strings are almost too fine to be perceived with the naked eye, and when they are played they resonate with the force of a full orchestra.",375. gp,Uncommon,80,Treasure,Add your proficiency bonus to all Performance (Charisma) checks made when playing the harp.,,,3
Cloak of Partial Shadow,A normal looking black cloak with a high collar. When activated it gives off small puffs of black smoke that help obscure the wearer.,250. gp,Uncommon,5 lbs,Armor,Speak the command word to activate the cloak and receive advantage on your next stealth roll. The wearer can only benefit from the effect once. It lasts for up to 6 seconds.,,AdamLapka,3
Companion Cube,"A Companion Cube: It was created by a wizard who had stuck himself in a tower to show complete dedication to his studies. However, after several decades he became so lonely that he chose to make a friend... literally. Using what little non-component materials he had laying around his tower, he created a small cube and gave it sentience. It was able to communicate telepathically with anyone who made a link with the cube. Unfortunately, the wizard eventually died and the cube became lonely. Unable to travel and find a new friend, the cube simply sat there and waited for anyone to come along. Anyone seeing the cube would be compelled to be with the cube and have it in their possession. Upon holding the cube, they would feel the need to keep it with them at all times, and protect it as if it were their own child. Little by little, the connection between the cube and it's possessor would grow, until the two would be inseparable.",,Uncommon,30,Quest Hook,,,PlatypusPal,3
Coral Circlet,A dark crimson Coral gemstone fitted into a golden circlet.,100. gp,Uncommon,n/a,Treasure,,,DMG,3
Crayon Torches,"This set of 12 torches burn different colors. There are two sets of Red, Yellow, Blue, Green, Orange and Purple torches.",50. gp,Uncommon,12 lbs.,Wondrous Item,,,,3
Crystal Sword,"When used this sword will deliver 1 instant hit for max damage, including bonuses. Once used, the sword shatters into crystal shards. Anyone within one square must roll reflex or take 1d4 damage from shard pieces.",40. gp,Uncommon,3,Weapon,1d8 Slashing - Versatile (1d10),Martial Weapon Expertise,,3
Dagger of Slicing,Dagger of slicing – ignores armor bonus,,Uncommon,1,Weapon,"1d4 Piercing; Finesse, Light, Range, Thrown",,,3
Death Talker Charm,Charm that tells 1 truth about a creature killed in the area,,Uncommon,1,Wondrous Item,,,,3
Debt of a Soul,Debt of a Soul – contract of soul ownership,,Uncommon,n/a,Quest Hook,,,PlatypusPal,3
Deck of Cards,"An ancient deck of cards with five suits – clovers, swords, clubs, hearts, and dragons.",50. gp,Uncommon,n/a,Treasure,,,,3
Decrepit Skeleton in Armor,"The skeletal remains of a long-dead warrior, wearing a suit of plate armor which has long since tarnished. The name of every warrior to ever die by the last wearer’s hand has been inscribed upon the front and back of the chest plate, covering nearly every inch of its surface with chaotically written, black runes.",,Uncommon,60,Armor,,,,3
Dragon Balm,Dragon balm – reduced heat damage,,Uncommon,,Potion,,,PlatypusPal,3
Dragon Statuette,"A statuette of a dragon, forged from the finest mithril, which responds to yes or no questions which are posed to it in draconic. The answers given may appear prophetic or oracular, but are actually random.",400. gp,Uncommon,,Treasure,,,,3
Druid's Magnet,"A wood chip which acts as a magnet, despite its non-metallic nature.",,Uncommon,1,Wondrous Item,,,,3
Drums of Endurance,"Once per day, give +10ft to movement, and +1 to attack and damage rolls to all allies.",,Uncommon,,Wondrous Item,,,,3
Duergar Compass,"This compass is carved out of heavy, hard Petrebony (a wood that grows in caves). A brass needle sits in the center. However, this compass' needle points East, not North. There are no markings on its surface.",135. gp,Uncommon,n/a,,,,/u/LittleDizzleDaGusha,3
Dust of Appearance,"Stack of 4, user covers 20ft radius in magic dust that shows anything that is hidden or dispellable.",,Uncommon,,Wondrous Item,,,,3
Dust of Coughing and Sneezing,Magical dust that makes anyone cough and sneeze (combat),,Uncommon,,Wondrous Item,,,,3
Dust of Dispelling,"stack of 4, user covers 20ft radius in magic dust that shows anything that is hidden or dispellable.",,Uncommon,,Wondrous Item,,,,3
Edible Greatsword,Works like a normal greatsword. Great tasting and low in calories! Regenerates 6 inches per day.,400. gp,Uncommon,6,Weapon,2d6 Slashing - Heavy - Two-Handed,Martial Weapon Expertise,Uberbeard,3
Eldritch Flint & Steel,Eldritch flint & steel – 10’ reach – blinding/minor burns,,Uncommon,,Wondrous Item,,,,3
Elven Engraved Combs,"An elegant carved comb of oak, engraved with the name Aethelren and decorated with twin dragons. Elsewhere, a similar comb of ash, engraved with the name Ilthorien and decorated with twin unicorns, can be found.",60. gp,Uncommon,n/a,Treasure,,,,3
Empty Mason Jar,"This magical mason jar is made of uneven, lumpy, blue-green glass with a copper lid. No matter what is placed in this transparent jar, it will always appear to be empty from the outside--so long as the lid is on. On the lid is pressed “calasse,” Elven for “clean.” It cannot hold more than its actual volume.",800. gp,Uncommon,1,,,,/u/LittleDizzleDaGusha,3
Enchanted Apple,A purple-colored apple. (This enchanted apple has all the properties of a potion of Cure Light Wounds. 50gp),50. gp,Uncommon,,Wondrous Item,,,,3
Exploding Gold Coins,Exploding gold coins (Looks legit. Should avoid contact with real gold coins for safety...),,Uncommon,,Trap,,,,3
Exploding Rations,Exploding rations – breathe weapon 1d6 hours for 1 use of color theme type,,Uncommon,,Wondrous Item,,,,3
F**k You Fireworks,"These appear to be normal Gnomish fireworks (although even those might seem unique and valuable to anyone unfamiliar with Gnomish ingenuity) but when they are eventually set off they spell out giant obscenities across the night's sky. It seems, in retrospect, that they may have been created by a rather angry Gnome. Sadly, whomever created the fireworks and who they were originally intended for will forever remain a mystery.",30. gp,Uncommon,10,Wondrous Item,,,Uberbeard,3
Finely Woven Rug,A finely made 10’ x 12’ wool floor rug. The center of the rug depicts a scene of siege warfare. A Halfling is being flung over a city wall by a trebuchet.,100. gp,Uncommon,,Treasure,,,PlatypusPal,3
Flask of Nightmare Ale,Half-full flask of nightmare ale – 1 sip = 1d4 hours fear check per hour; full measure = 1d4 hours horrifying hallucinations vs DC save for early retirement,,Uncommon,,Treasure,,,,3
Flask of St. Cuthbert,"A pair of steel flasks, sealed with wax bearing the symbol of St. Cuthbert. (Holy water, 25 gp each)",,Uncommon,,Treasure,,,,3
Fundial,A sundial which runs backwards.,,Uncommon,,Wondrous Item,,,,3
Garnet Gemstone,"Garnet is a general class of crystals ranging from deep red to violet in colour. a typical cut for this rare isometric gem is 12 to 24 sides, with the very rare 36 sides being known from time to time. it is rumored a 48-sided garnet exists although none have ever been able to track down its location.	",100. gp,Uncommon,n/a,Treasure,,,DMG,3
Giant-King's Necklace,Giant-King’s platinum necklace with crimson diamond worn by dragon,,Uncommon,2,Treasure,,,,3
Giant's Arrow,"A huge arrow, with a steel tip and copper wire inlaid spirally down the shaft. To a medium or large creature, it behaves just like a javelin. However, when thrown, it whistles loudly.",80. gp,Uncommon,2,,1d6 Piercing - Simple - Thrown - Range: 30/120,,/u/LittleDizzleDaGusha,3
Glaive,"This is a short pole-arm resembling a Fauchard or Guan do, with an additional spike for thrusting. It deals slashing damage when wielded in one hand and piercing damage when wielded in two hands.",5. gp,Uncommon,4,Weapon,1d6 Slashing - Versatile (1d8 Piercing),,D&D Wiki,3
Globe of Invulnerability,Globe of Invulnerability (It's a snowglobe. Not even the gods themselves can destroy it.),,Uncommon,,Wondrous Item,,,,3
Gloves of Slapping,Gloves that improve a skill but will randomly force the user to slap an ally/NPC during conversations at the DM's discretion.,,Uncommon,,Armor,,,,3
Gnome Camo Paint,"This paint provides no protection, but grants 10 to disguise. The only way it works, however, is if the wearer is wearing no clothes, and covered head to toe in the stuff. It's hilarious when a disguise check fails, and they realize they are staring at a naked Gnome.",,Uncommon,,Wondrous Item,,,,3
God Ring,Ring of a god,,Uncommon,n/a,Ring,,,,3
Gold Bracelet,A golden bracelet.,250. gp,Uncommon,n/a,Treasure,,,DMG,3
Gold Ring,A small gold ring set with bloodstones.,250. gp,Uncommon,n/a,Treasure,,,DMG,3
Golden Arrows,"A quiver of golden arrows, They are devoid of supernatural properties, but despite their unusual composition will perform as normal arrows would.",,Uncommon,,Treasure,,,,3
Golden Tablet,"A tablet of pure gold, inscribed with the core rites and beliefs of a venerable religion. Careful study of this tablet, however, will reveal subtle – but important – differences between these ancient practices and the current practices of the religion in question.",,Uncommon,,Treasure,,,,3
Greataxe of Blindness,"This is a large greataxe, with a steel shaft and silver floating blade much like the Telescoping Glaive. ",0. gp,Uncommon,7,Weapon,"1d14 Slashing - Martial - Heavy, Two-Handed
When raising this axe to swing the wielder suffers 1 minute of total blindness.",,/u/LittleDizzleDaGusha,3
Heart Shaped Token,"A small, heart-shaped token carved out of rose-colored sandstone, holding the mad soul of a princess who was trapped there by a sorcerer many centuries ago. Her body remains in the hidden royal sepulchers of her homeland, perfectly preserved by ancient magic.",,Uncommon,,Treasure,,,,3
Hero Dolls,"These start getting made after the party does something particularly heroic. Little cloth dolls that look like party members, when squeezed, the caster spouts illusionary flames, the cleric spouts prayers ""Praise Avandra!"", the fighter has kung-fu action where he swings his sword.",,Uncommon,,Treasure,,,,3
